CONTENTID,CONTENTTYPEID,TITLE,ADDR1,ADDR2,AREACODE,CAT1,CAT2,CAT3,CREATEDTIME,FIRSTIMAGE,FIRSTIMAGE2,MAPX,MAPY,MLEVEL,MODIFIEDTIME,SIGUNGUCODE,ZIPCODE,TEL,DATA_CONNO,OPERT_TPCD,OCCRR_DTM,CNTCT_BGN_DTM,CNTCT_PRCES_DTM,CNTCT_PRCES_STCD,TRNSA_ID
2665153,39,마리오셰프,광주광역시 남구 제중로 40-1,(양림동),5,A05,A0502,A05020200,2.02007E+13,http://tong.visitkorea.or.kr/cms/resource/56/2665156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2665156_image2_1.jpg,126.9141998,35.13822024,6,2.02007E+13,2,61640,062-682-5595,1684,I,2.02111E+13,NULL,NULL,N,NULL
133802,39,마린뷔페,부산광역시 중구 충장대로9번길 52,NULL,6,A05,A0502,A05020100,2.0021E+13,NULL,NULL,129.0389337,35.11013314,6,2.02008E+13,15,48936,051-464-5700,1685,I,2.02111E+13,NULL,NULL,N,NULL
2574383,39,마마꾸,울산광역시 남구 삼산중로84번길 11-9,(삼산동),7,A05,A0502,A05020200,2.01812E+13,NULL,NULL,129.3365847,35.54130143,NULL,2.02111E+13,2,44705,052-900-9039,1686,I,2.02111E+13,NULL,NULL,N,NULL
2685427,39,마망갸또,서울특별시 강남구 압구정로10길 30-12,NULL,1,A05,A0502,A05020900,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/24/2684924_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2684924_image2_1.jpg,127.0215711,37.52232682,6,2.02103E+13,1,6028,070-4353-5860,1687,I,2.02111E+13,NULL,NULL,N,NULL
133423,39,마방집,경기도 하남시 하남대로 674,NULL,31,A05,A0502,A05020100,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/78/1857378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1857378_image3_1.jpg,127.2170947,37.53208477,6,2.02103E+13,30,12956,031-791-0011,1688,I,2.02111E+13,NULL,NULL,N,NULL
398352,39,마복림원조할머니집떡볶이,서울특별시 중구 다산로35길 5,NULL,1,A05,A0502,A05020100,2.00801E+13,http://tong.visitkorea.or.kr/cms/resource/34/2684834_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2684834_image2_1.jpg,127.015115,37.56322196,6,2.02103E+13,24,4611,02-2232-8930,1689,I,2.02111E+13,NULL,NULL,N,NULL
851936,39,마산게낙찜,부산광역시 해운대구 마린시티1로 91,NULL,6,A05,A0502,A05020100,2.0091E+13,http://tong.visitkorea.or.kr/cms/resource/73/1867173_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1867173_image3_1.jpg,129.1445011,35.15491897,6,2.02109E+13,16,48119,051-747-7773,1690,I,2.02111E+13,NULL,NULL,N,NULL
697176,39,마산아구와해물,서울특별시 종로구 삼일대로 436,NULL,1,A05,A0502,A05020100,2.00902E+13,http://tong.visitkorea.or.kr/cms/resource/98/696198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/696198_image3_1.jpg,126.9858951,37.57628658,6,2.0211E+13,23,3133,02-765-1338,1691,I,2.02111E+13,NULL,NULL,N,NULL
2689417,39,마산아구찜,서울특별시 서초구 강남대로99길 9,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/68/2685068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2685068_image2_1.jpg,127.0190216,37.5152526,6,2.02103E+13,15,6526,0507-1311-4304,1692,I,2.02111E+13,NULL,NULL,N,NULL
134808,39,마산옥,서울특별시 강남구 강남대로152길 9,NULL,1,A05,A0502,A05020100,2.00412E+13,http://tong.visitkorea.or.kr/cms/resource/54/1838554_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1838554_image3_1.jpg,127.0202353,37.51724406,6,2.02107E+13,1,6035,02-544-7207,1693,I,2.02111E+13,NULL,NULL,N,NULL
1017584,39,마산전통아구찜,경상남도 창원시 마산합포구 동서북17길 29,NULL,36,A05,A0502,A05020100,2.01005E+13,http://tong.visitkorea.or.kr/cms/resource/26/1023026_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/1023026_image3_1.jpg,128.5783046,35.20625284,6,2.0211E+13,16,51728,055-221-8989,1694,I,2.02111E+13,NULL,NULL,N,NULL
705332,39,마산집,경상남도 김해시 식만로348번길 27,NULL,36,A05,A0502,A05020100,2.00903E+13,NULL,NULL,128.9223187,35.21801058,6,2.0211E+13,4,50937,055-336-7006,1695,I,2.02111E+13,NULL,NULL,N,NULL
2766688,39,마세오른,충청남도 공주시 반포면 정광터1길 98-20,NULL,34,A05,A0502,A05020100,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/16/2767116_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2767116_image2_1.jpg,127.2328413,36.40325688,6,2.02111E+13,1,32621,NULL,1696,I,2.02111E+13,NULL,NULL,N,NULL
2685559,39,마수와,강원도 강릉시 경강로2234번길 7,NULL,32,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/31/2684831_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2684831_image2_1.jpg,128.9081292,37.76306481,6,2.02103E+13,1,25547,033-644-0923,1697,I,2.02111E+13,NULL,NULL,N,NULL
2740671,39,마시랑게,전라북도 전주시 완산구 전동성당길 100,(전동),37,A05,A0502,A05020900,2.02109E+13,NULL,NULL,127.1488673,35.81455872,6,2.02109E+13,12,55042,NULL,1698,I,2.02111E+13,NULL,NULL,N,NULL
2753763,39,마실,경기도 성남시 분당구 새마을로 225,(율동),31,A05,A0502,A05020100,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/88/2753988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2753988_image2_1.jpg,127.1541851,37.38685048,6,2.0211E+13,12,13574,NULL,1699,I,2.02111E+13,NULL,NULL,N,NULL
2573017,39,마야양고기,경상남도 통영시 광도면 죽림2로 86-44,영웅빌딩 1층,36,A05,A0502,A05020100,2.01812E+13,NULL,NULL,128.4214714,34.87772572,6,2.02006E+13,17,53016,055-645-0165,1700,I,2.02111E+13,NULL,NULL,N,NULL
134069,39,마우리,경기도 여주시 강변북로 7,NULL,31,A05,A0502,A05020100,2.0061E+13,http://tong.visitkorea.or.kr/cms/resource/68/1885068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1885068_image3_1.jpg,127.6489733,37.30068889,6,2.02007E+13,20,12639,031-885-8840,1701,I,2.02111E+13,NULL,NULL,N,NULL
2653130,39,마음을담아내면,서울특별시 종로구 율곡로3길 79,NULL,1,A05,A0502,A05020100,2.02004E+13,http://tong.visitkorea.or.kr/cms/resource/71/2661571_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2661571_image2_1.jpg,126.9821259,37.57927228,6,2.02103E+13,23,3062,02-732-7768,1702,I,2.02111E+13,NULL,NULL,N,NULL
2682996,39,마음이머무는곳심연,부산광역시 남구 석포로 27,NULL,6,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/46/2682946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2682946_image2_1.jpg,129.0839572,35.12278534,6,2.02103E+13,4,48490,051-633-6988,1703,I,2.02111E+13,NULL,NULL,N,NULL
1999544,39,마음자리,충청남도 계룡시 엄사면 광석향한길 218,NULL,34,A05,A0502,A05020100,2.01504E+13,NULL,NULL,127.2219067,36.28068183,6,2.02111E+13,16,32816,042-551-4996,1704,I,2.02111E+13,NULL,NULL,N,NULL
1610428,39,마이산옛터,전라북도 진안군 진안읍 마이산로 263,NULL,37,A05,A0502,A05020100,2.01204E+13,NULL,NULL,127.4158032,35.76558561,6,2.02105E+13,14,55438,063-432-4201,1705,I,2.02111E+13,NULL,NULL,N,NULL
2478828,39,마이알레,경기도 과천시 삼부골3로 17,NULL,31,A05,A0502,A05020900,2.01702E+13,http://tong.visitkorea.or.kr/cms/resource/91/2478091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2478091_image3_1.jpg,127.0240147,37.446569,6,2.02102E+13,3,13820,02-3445-1794,1706,I,2.02111E+13,NULL,NULL,N,NULL
1939790,39,마이커피컬로맨스,대구광역시 중구 동성로4길 93,NULL,4,A05,A0502,A05020900,2.01408E+13,http://tong.visitkorea.or.kr/cms/resource/21/1939621_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1939621_image3_1.jpg,128.599429,35.86894518,6,2.02007E+13,8,41938,053-424-4783,1707,I,2.02111E+13,NULL,NULL,N,NULL
2754726,39,마이플레이버,경기도 용인시 기흥구 동백죽전대로527번길 98-8,(중동),31,A05,A0502,A05020900,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/76/2755176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2755176_image2_1.jpg,127.144089,37.28162638,6,2.0211E+13,23,16990,NULL,1708,I,2.02111E+13,NULL,NULL,N,NULL
403985,39,마장갈비,서울특별시 성동구 마장로 292-1,NULL,1,A05,A0502,A05020100,2.00801E+13,http://tong.visitkorea.or.kr/cms/resource/50/401150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/401150_image3_1.jpg,127.0424986,37.56548885,6,2.0211E+13,16,4758,02-2292-8588,1709,I,2.02111E+13,NULL,NULL,N,NULL
2025260,39,마지,서울특별시 종로구 자하문로5길 19,NULL,1,A05,A0502,A05020800,2.01508E+13,NULL,NULL,126.9707714,37.57761671,6,2.02005E+13,15,3041,02-536-5228,1710,I,2.02111E+13,NULL,NULL,N,NULL
2624690,39,마쯔야,서울특별시 중구 소공로 63,NULL,1,A05,A0502,A05020300,2.0191E+13,NULL,NULL,126.9811237,37.56094383,6,2.02011E+13,24,4530,02-310-5038,1711,I,2.02111E+13,NULL,NULL,N,NULL
816554,39,마천루,광주광역시 서구 월드컵4강로 236,NULL,5,A05,A0502,A05020400,2.0091E+13,http://tong.visitkorea.or.kr/cms/resource/28/817328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/817328_image3_1.jpg,126.8674173,35.16040028,6,2.02103E+13,5,61971,062-381-8006,1712,I,2.02111E+13,NULL,NULL,N,NULL
2745738,39,마초,경기도 수원시 팔달구 권광로196번길 51,(인계동),31,A05,A0502,A05020300,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/11/2746011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2746011_image2_1.jpg,127.0361437,37.26453753,6,2.02109E+13,13,16488,NULL,1713,I,2.02111E+13,NULL,NULL,N,NULL
2642702,39,마쵸마라,서울특별시 종로구 종로8길 5,NULL,1,A05,A0502,A05020400,2.02001E+13,http://tong.visitkorea.or.kr/cms/resource/46/2663846_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2663846_image2_1.jpg,126.9841176,37.56981785,6,2.02103E+13,23,3189,02-737-8886,1714,I,2.02111E+13,NULL,NULL,N,NULL
2685429,39,마켓오 압구정,서울특별시 강남구 도산대로 310,NULL,1,A05,A0502,A05020200,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/30/2684830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2684830_image2_1.jpg,127.0354949,37.52160216,6,2.02103E+13,1,6054,02-515-0105,1715,I,2.02111E+13,NULL,NULL,N,NULL
2745740,39,마포본가,경기도 수원시 팔달구 경수대로519번길 10,(인계동),31,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/27/2746027_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2746027_image2_1.jpg,127.0281553,37.27272811,6,2.02109E+13,13,16481,NULL,1716,I,2.02111E+13,NULL,NULL,N,NULL
737480,39,마포소문난원조족발,서울특별시 마포구 만리재로 19,NULL,1,A05,A0502,A05020100,2.00905E+13,http://tong.visitkorea.or.kr/cms/resource/65/739965_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/739965_image3_1.jpg,126.9532295,37.54477299,6,2.0211E+13,13,4214,02-716-9731,1717,I,2.02111E+13,NULL,NULL,N,NULL
2674663,39,마포숯불갈비,경기도 평택시 평택5로34번길 48,NULL,31,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/14/2674614_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2674614_image2_1.jpg,127.1141221,36.98878747,6,2.02103E+13,28,17902,031-657-2138,1718,I,2.02111E+13,NULL,NULL,N,NULL
2682761,39,마포숯불갈비,서울특별시 영등포구 도신로53길 9-1,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/32/2682632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2682632_image2_1.jpg,126.9145367,37.51198999,6,2.02012E+13,20,7315,02-841-2729,1719,I,2.02111E+13,NULL,NULL,N,NULL
2671273,39,마포숯불갈비,경기도 평택시 송탄로 69-1,NULL,31,A05,A0502,A05020100,2.02009E+13,http://tong.visitkorea.or.kr/cms/resource/34/2671334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2671334_image2_1.jpg,127.0558451,37.05145142,6,2.02103E+13,28,17784,031-611-4460,1720,I,2.02111E+13,NULL,NULL,N,NULL
2678887,39,마포옥,서울특별시 마포구 토정로 312,NULL,1,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/28/2676428_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2676428_image2_1.jpg,126.94335,37.53992615,6,2.02103E+13,13,4165,02-716-6661,1721,I,2.02111E+13,NULL,NULL,N,NULL
681055,39,마포왕갈비,서울특별시 마포구 토정로 315,NULL,1,A05,A0502,A05020100,2.00901E+13,http://tong.visitkorea.or.kr/cms/resource/91/1291891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1291891_image3_1.jpg,126.9420417,37.54272025,6,2.02008E+13,13,4166,02-716-8001,1722,I,2.02111E+13,NULL,NULL,N,NULL
737695,39,마포유가궁중족발,서울특별시 마포구 만리재로 19,NULL,1,A05,A0502,A05020100,2.00905E+13,http://tong.visitkorea.or.kr/cms/resource/58/739958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/739958_image3_1.jpg,126.9532295,37.54477299,6,2.0211E+13,13,4214,02-718-7087,1723,I,2.02111E+13,NULL,NULL,N,NULL
2768167,39,막 퍼주는 시골집밥,인천광역시 연수구 벚꽃로 130-3,"(연수동,연수푸르지오1단지)",2,A05,A0502,A05020100,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/90/2770790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2770790_image3_1.jpg,126.6801497,37.41609975,6,2.02111E+13,8,21927,NULL,1724,I,2.02111E+13,NULL,NULL,N,NULL
2682745,39,막내회센타,서울특별시 영등포구 도신로53길 7,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/24/2682624_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2682624_image2_1.jpg,126.9144256,37.51195944,6,2.02103E+13,20,7315,02-844-6150,1725,I,2.02111E+13,NULL,NULL,N,NULL
2679021,39,막내회집,서울특별시 중구 남대문시장4길 34-11,NULL,1,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/48/2676448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2676448_image2_1.jpg,126.9766631,37.55848848,6,2.02104E+13,24,4528,02-755-5115,1726,I,2.02111E+13,NULL,NULL,N,NULL
2685406,39,막썰어파는횟집 서면,부산광역시 부산진구 중앙대로691번가길 24-13,NULL,6,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/28/2684328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2684328_image2_1.jpg,129.0562587,35.15558115,6,2.02104E+13,7,47287,051-701-3855,1727,I,2.02111E+13,NULL,NULL,N,NULL
2679091,39,막치삼,경기도 평택시 통복시장로13번길 6-2,NULL,31,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/86/2676286_image2_1.Jpg,http://tong.visitkorea.or.kr/cms/resource/86/2676286_image2_1.Jpg,127.0850995,36.9966666,6,2.02103E+13,28,17893,031-653-8295,1728,I,2.02111E+13,NULL,NULL,N,NULL
2642805,39,만가,서울특별시 종로구 사직로 103-19,NULL,1,A05,A0502,A05020100,2.02001E+13,http://tong.visitkorea.or.kr/cms/resource/59/2685059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2685059_image2_1.jpg,126.970402,37.57644184,6,2.02103E+13,23,3041,02-720-5797,1729,I,2.02111E+13,NULL,NULL,N,NULL
2762724,39,만강,경기도 성남시 분당구 장미로92번길 7-5,(야탑동),31,A05,A0502,A05020100,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/67/2762967_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2762967_image2_1.JPG,127.131592,37.41311647,6,2.0211E+13,12,13505,NULL,1730,I,2.02111E+13,NULL,NULL,N,NULL
690413,39,만나,대전광역시 중구 대흥로 138,NULL,3,A05,A0502,A05020100,2.00902E+13,http://tong.visitkorea.or.kr/cms/resource/77/1944577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1944577_image3_1.jpg,127.4274205,36.32378609,6,2.02109E+13,5,34934,042-254-2540,1731,I,2.02111E+13,NULL,NULL,N,NULL
1851929,39,만나먹거리촌,전라북도 익산시 금마면 무왕로 1790-8,NULL,37,A05,A0502,A05020100,2.0131E+13,http://tong.visitkorea.or.kr/cms/resource/75/1977375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1977375_image3_1.jpg,127.0454748,35.98328493,6,2.0211E+13,9,54573,063-834-1110,1732,I,2.02111E+13,NULL,NULL,N,NULL
2021657,39,만나밥집,충청북도 충주시 동수2길 35,NULL,33,A05,A0502,A05020100,2.01507E+13,http://tong.visitkorea.or.kr/cms/resource/49/2020849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2020849_image3_1.jpg,127.937823,36.98619991,6,2.02107E+13,11,27351,043-852-9590,1733,I,2.02111E+13,NULL,NULL,N,NULL
1368494,39,만나숯불갈비,전라남도 장흥군 장흥읍 물레방앗간길 4,NULL,38,A05,A0502,A05020100,2.01108E+13,NULL,NULL,126.9081506,34.67770531,6,2.0211E+13,20,59327,061-864-1818,1734,I,2.02111E+13,NULL,NULL,N,NULL
2767428,39,만나카페,경기도 과천시 문원청계2길 50,(문원동),31,A05,A0502,A05020900,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/45/2767745_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/45/2767745_image2_1.jpeg,127.0096806,37.42212713,6,2.02111E+13,3,13827,NULL,1735,I,2.02111E+13,NULL,NULL,N,NULL
2679810,39,만다린,서울특별시 영등포구 국회대로29길 16,(당산동4가),1,A05,A0502,A05020400,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/11/2679811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2679811_image2_1.jpg,126.8973628,37.5295432,6,2.0201E+13,20,7219,02-2634-0379,1736,I,2.02111E+13,NULL,NULL,N,NULL
134070,39,만다린,경기도 여주시 여양로 222-3,NULL,31,A05,A0502,A05020400,2.00401E+13,http://tong.visitkorea.or.kr/cms/resource/75/1885075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1885075_image3_1.jpg,127.6493177,37.30285531,6,2.02107E+13,20,12636,031-885-0705,1737,I,2.02111E+13,NULL,NULL,N,NULL
2509957,39,만당,울산광역시 중구 신기길 125,NULL,7,A05,A0502,A05020400,2.01701E+13,NULL,NULL,129.3000654,35.55176624,6,2.0211E+13,1,44456,052-244-1337,1738,I,2.02111E+13,NULL,NULL,N,NULL
1940143,39,만대회수산,충청남도 태안군 이원면 원이로 2969,NULL,34,A05,A0502,A05020100,2.01408E+13,http://tong.visitkorea.or.kr/cms/resource/75/1940075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1940075_image3_1.jpg,126.3035711,36.96685915,6,2.0211E+13,14,32100,041-675-0108,1739,I,2.02111E+13,NULL,NULL,N,NULL
2755006,39,만덕이네,제주특별자치도 서귀포시 표선면 서성일로 16,NULL,39,A05,A0502,A05020100,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/37/2755137_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2755137_image2_1.jpg,126.8011015,33.39337433,6,2.0211E+13,3,63624,NULL,1740,I,2.02111E+13,NULL,NULL,N,NULL
2754728,39,만두집,경기도 하남시 하남대로 5,(상산곡동),31,A05,A0502,A05020100,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/97/2755197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2755197_image2_1.jpg,127.2397776,37.47720266,6,2.0211E+13,30,13028,NULL,1741,I,2.02111E+13,NULL,NULL,N,NULL
600295,39,만리성,인천광역시 미추홀구 아암대로 5,NULL,2,A05,A0502,A05020400,2.00807E+13,http://tong.visitkorea.or.kr/cms/resource/30/1884830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1884830_image3_1.jpg,126.6386522,37.46029944,6,2.0211E+13,3,22175,032-885-9454,1742,I,2.02111E+13,NULL,NULL,N,NULL
1348395,39,만리장성,전라남도 광양시 광영로 28,NULL,38,A05,A0502,A05020400,2.01108E+13,NULL,NULL,127.7260078,34.96220121,6,2.0211E+13,4,57715,061-791-0084,1743,I,2.02111E+13,NULL,NULL,N,NULL
2574216,39,만리장성,울산광역시 남구 문수로480번길 7,NULL,7,A05,A0502,A05020400,2.01812E+13,NULL,NULL,129.3057321,35.53167138,NULL,2.0211E+13,2,44667,052-291-0002,1744,I,2.02111E+13,NULL,NULL,N,NULL
2687980,39,만리향,강원도 화천군 상서면 영서로 7706-1,NULL,32,A05,A0502,A05020400,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/78/2701378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2701378_image2_1.jpg,127.6625815,38.20653111,6,2.02103E+13,17,24101,033-442-6022,1745,I,2.02111E+13,NULL,NULL,N,NULL
132919,39,만리회관,전라남도 보성군 회천면 우암길 4,NULL,38,A05,A0502,A05020100,2.00312E+13,NULL,NULL,127.0867379,34.67044801,6,2.02111E+13,10,59471,061-852-8025,1746,I,2.02111E+13,NULL,NULL,N,NULL
134640,39,만바우촌,경상북도 청송군 진보면 경동로 5173-17,NULL,35,A05,A0502,A05020100,2.00409E+13,http://tong.visitkorea.or.kr/cms/resource/40/1981640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1981640_image3_1.jpg,129.121898,36.50569381,6,2.02109E+13,21,37411,"054-872-2263, 2264",1747,I,2.02111E+13,NULL,NULL,N,NULL
2642812,39,만보성,서울특별시 종로구 서순라길 53,NULL,1,A05,A0502,A05020400,2.02001E+13,http://tong.visitkorea.or.kr/cms/resource/76/2685176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2685176_image2_1.jpg,126.993089,37.57294821,6,2.02103E+13,23,3134,02-766-8488,1748,I,2.02111E+13,NULL,NULL,N,NULL
2571957,39,만복래숯불구이,울산광역시 울주군 두동면 두동로 1789,NULL,7,A05,A0502,A05020100,2.01811E+13,NULL,NULL,129.2023583,35.70981883,NULL,2.02002E+13,5,44914,052-262-7255,1749,I,2.02111E+13,NULL,NULL,N,NULL
1883622,39,만부정,제주특별자치도 제주시 사장길 38,NULL,39,A05,A0502,A05020300,2.01401E+13,NULL,NULL,126.4945566,33.48260401,6,2.02108E+13,4,63136,064-743-1119,1750,I,2.02111E+13,NULL,NULL,N,NULL
2678757,39,만선식당,제주특별자치도 서귀포시 대정읍 하모항구로 44,NULL,39,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/60/2675160_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2675160_image2_1.jpg,126.2498171,33.21789053,6,2.02103E+13,3,63506,064-794-6300,1751,I,2.02111E+13,NULL,NULL,N,NULL
2685431,39,만선호프,서울특별시 중구 을지로13길 19,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/52/2684952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2684952_image2_1.jpg,126.9918115,37.56731273,6,2.02103E+13,24,4543,02-2274-1040,1752,I,2.02111E+13,NULL,NULL,N,NULL
1883646,39,만세국수,제주특별자치도 제주시 오라로 152,(오라일동),39,A05,A0502,A05020100,2.01401E+13,NULL,NULL,126.5187959,33.49413645,6,2.02109E+13,4,63191,064-702-7056,1753,I,2.02111E+13,NULL,NULL,N,NULL
2738694,39,만세해장국밥,경기도 평택시 만세로 1754-8,(죽백동),31,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/01/2759001_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/01/2759001_image2_1.png,127.109308,37.01145699,6,2.0211E+13,28,17846,NULL,1754,I,2.02111E+13,NULL,NULL,N,NULL
134141,39,만수무강,경상북도 청송군 청송읍 논시골로 14,NULL,35,A05,A0502,A05020100,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/44/1981644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1981644_image3_1.jpg,129.0742263,36.44351664,6,2.02007E+13,21,37423,"054-872-8881, 8882",1755,I,2.02111E+13,NULL,NULL,N,NULL
2670840,39,만수반점,경상북도 안동시 태사2길 28,NULL,35,A05,A0502,A05020400,2.02009E+13,http://tong.visitkorea.or.kr/cms/resource/10/2670910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2670910_image2_1.jpg,128.7311003,36.56764599,6,2.02103E+13,11,36694,054-855-4007,1756,I,2.02111E+13,NULL,NULL,N,NULL
604250,39,만수본갈비,인천광역시 남동구 하촌로 57,NULL,2,A05,A0502,A05020100,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/38/1887138_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1887138_image3_1.jpg,126.7329521,37.45300473,6,2.02111E+13,4,21539,032-435-0505,1757,I,2.02111E+13,NULL,NULL,N,NULL
2742174,39,만수정,경기도 용인시 기흥구 신정로 270-4,(보정동),31,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/45/2750745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2750745_image2_1.jpg,127.0991789,37.29191605,6,2.02109E+13,23,16933,NULL,1758,I,2.02111E+13,NULL,NULL,N,NULL
2671180,39,만억정흑염소,강원도 강릉시 솔올로 65,NULL,32,A05,A0502,A05020100,2.02009E+13,http://tong.visitkorea.or.kr/cms/resource/86/2671086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2671086_image2_1.jpg,128.8786345,37.76792756,6,2.02103E+13,1,25511,033-641-1188,1759,I,2.02111E+13,NULL,NULL,N,NULL
2768069,39,만우 정육점 식당,경기도 여주시 가남읍 태평로 68,NULL,31,A05,A0502,A05020100,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/40/2768340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2768340_image2_1.jpg,127.5436022,37.20585348,6,2.02111E+13,20,12662,NULL,1760,I,2.02111E+13,NULL,NULL,N,NULL
